26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,S
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
26-03-03 10:51:05,root,I
